,address1,address2,city,country_code,description,latitude,longitude,state_code,zip_code,location,Geolocation
5799,via Mercantini 16,,Milano,ITA,Sede,45.5017289,9.1638025,,20158,"[9.1638025, 45.5017289]","[9.1638025, 45.5017289]"
5800,,,Memphis,USA,,35.1653557,-90.0700051,TN,38103,"[-90.0700051, 35.1653557]","[-90.0700051, 35.1653557]"
5801,4020 68th St.,,Kenosha,USA,Kenosha Office,42.573065,-87.857207,WI,53142,"[-87.857207, 42.573065]","[-87.857207, 42.573065]"
5803,,,Maastricht,NLD,,50.8498466,5.6872594,,,"[5.6872594, 50.8498466]","[5.6872594, 50.8498466]"
5804,,,Liege,BEL,,50.6406495,5.5720466,,,"[5.5720466, 50.6406495]","[5.5720466, 50.6406495]"
5805,Suite 206-185,6 University Dr,Amherst,USA,Otalo hq - Red Plum Tech,42.3756007,-72.4436464,MA,01002,"[-72.4436464, 42.3756007]","[-72.4436464, 42.3756007]"
5806,136 Allen Hill Rd,,Brooklyn,USA,Corporate Office,41.7913964,-71.9157815,CT,06234,"[-71.9157815, 41.7913964]","[-71.9157815, 41.7913964]"
5807,,,Tel Aviv,ISR,Tel Aviv,32.0554,34.7595,,,"[34.7595, 32.0554]","[34.7595, 32.0554]"
5808,220 Elderwood Ave,,Pelham,USA,Office,40.904885,-73.801901,NY,10803,"[-73.801901, 40.904885]","[-73.801901, 40.904885]"
5809,19360 Rinaldi St.,Suite 186,Porter Ranch,USA,,34.2748055,-118.5560776,CA,91326,"[-118.5560776, 34.2748055]","[-118.5560776, 34.2748055]"
5810,P O Box 17175,Greenlane,Auckland,NZL,Head Office,-36.881637,174.730852,,1546,"[174.730852, -36.881637]","[174.730852, -36.881637]"
5811,4 Lakeside Terr,,Westford,USA,iShopWiser LLC,42.610112,-71.442225,MA,01886,"[-71.442225, 42.610112]","[-71.442225, 42.610112]"
5812,466 Ivy Street,,Warminster,USA,Main Office,40.197932,-75.099101,PA,18974,"[-75.099101, 40.197932]","[-75.099101, 40.197932]"
5813,,,New York,USA,,40.763498,-73.9639021,NY,10065,"[-73.9639021, 40.763498]","[-73.9639021, 40.763498]"
5814,683 83-93 Dalmeny Ave,"Rosebery, NSW",,AUS,Our first office,-33.916323,151.210048,,2018,"[151.210048, -33.916323]","[151.210048, -33.916323]"
5817,PO Box 225,,The Junction,AUS,Newcastle Office,-32.937528,151.759625,,2300,"[151.759625, -32.937528]","[151.759625, -32.937528]"
5818,125 Tech Park Dr.,,Rochester,USA,Headquarters,43.073968,-77.663171,NY,14623,"[-77.663171, 43.073968]","[-77.663171, 43.073968]"
5819,27285 Las Ramblas,Suite 235,Mission Viejo,USA,Headquarters,33.56687,-117.669199,CA,92691,"[-117.669199, 33.56687]","[-117.669199, 33.56687]"
5820,,,Halifax,CAN,,44.646244,-63.573566,,,"[-63.573566, 44.646244]","[-63.573566, 44.646244]"
5822,"901 Mariners Island Blvd., Suite 105",,San Mateo,USA,,37.560236,-122.286752,CA,94404,"[-122.286752, 37.560236]","[-122.286752, 37.560236]"
5824,,,Brussels,BEL,World Headquarters,50.837051,4.367612,,,"[4.367612, 50.837051]","[4.367612, 50.837051]"
5825,1622 South Street,,Philadelphia,USA,Headquarters,39.949433,-75.168399,PA,19146,"[-75.168399, 39.949433]","[-75.168399, 39.949433]"
5826,P.O. Box 81226,,Seattle,USA,,47.5405059,-122.3045438,WA,98108-1226,"[-122.3045438, 47.5405059]","[-122.3045438, 47.5405059]"
5827,7369 Grand Ave,,Winter Park,USA,Main Office,28.621704,-81.290729,FL,32792,"[-81.290729, 28.621704]","[-81.290729, 28.621704]"
5828,6601 Sylvan Road,,Houston,USA,,29.718868,-95.313311,TX,77023,"[-95.313311, 29.718868]","[-95.313311, 29.718868]"
5830,George Washington University,,"Washington, D.C.",USA,World HeadQuarters,38.905242,-77.050052,DC,,"[-77.050052, 38.905242]","[-77.050052, 38.905242]"
5831,Van Heuven Goedhartlaan 937,Amsterdam Metropolitan Area,Amstelveen,NLD,,52.3121338,4.8697724,,1181 LD,"[4.8697724, 52.3121338]","[4.8697724, 52.3121338]"
5832,P.O. Box 55270,,Miami Gardens,USA,World Headquarters,25.939777,-80.277438,FL,33055,"[-80.277438, 25.939777]","[-80.277438, 25.939777]"
5833,de Boelakkers 4,,Heeze,NLD,Interacto,51.3673409,5.5858466,,5591 TD,"[5.5858466, 51.3673409]","[5.5858466, 51.3673409]"
5834,"3Five8 Technologies Pvt. Ltd., Office #205, Evoma Serviced","Offices, #82/83 Borewell Road,",Bangalore,IND,"ApartmentADDA,",12.971606,77.594376,,560066,"[77.594376, 12.971606]","[77.594376, 12.971606]"
5835,472 Central Chapel Rd,,Brooktondale,USA,,42.362886,-76.356869,NY,14817,"[-76.356869, 42.362886]","[-76.356869, 42.362886]"
5836,"300 East 75th Street,",,New York,USA,,40.7707439,-73.9569115,NY,10021,"[-73.9569115, 40.7707439]","[-73.9569115, 40.7707439]"
5837,7824 Collins Ave,Suite 3B,Miami Beach,USA,World Headquarters,25.8636626,-80.1210889,FL,33141,"[-80.1210889, 25.8636626]","[-80.1210889, 25.8636626]"
5838,824 Montmartre Court,,St. Louis,USA,,38.675833,-90.482766,MO,63141,"[-90.482766, 38.675833]","[-90.482766, 38.675833]"
5839,Euthalerstrasse 10,,Euthal,CHE,Main Office Switzerland,47.0971702,8.81218,,8844,"[8.81218, 47.0971702]","[8.81218, 47.0971702]"
5840,Vogelgraben 76,,Sulz im Wienerwald,AUT,Office Vienna - Austria,48.0940351,16.1449998,,2392,"[16.1449998, 48.0940351]","[16.1449998, 48.0940351]"
5841,Hartenstraat 5A,,Amsterdam,NLD,,52.3722556,4.8864897,,,"[4.8864897, 52.3722556]","[4.8864897, 52.3722556]"
5842,348 Joe English Rd,,New Boston,USA,Home Office,42.942287,-71.672268,NH,03070,"[-71.672268, 42.942287]","[-71.672268, 42.942287]"
5843,1721 Aviation Blvd.,Unit M,Redondo Beach,USA,,33.871901,-118.382327,CA,90278,"[-118.382327, 33.871901]","[-118.382327, 33.871901]"
5844,5824 S Prescott St,,Littleton,USA,Headquarters,39.610518,-105.009992,CO,80120,"[-105.009992, 39.610518]","[-105.009992, 39.610518]"
5845,Unit 102,72 Great Titchfield St,London,GBR,,51.519772,-0.1597092,,W1W 7QW,"[-0.1597092, 51.519772]","[-0.1597092, 51.519772]"
5846,"821 Kuhn Drive, Suite 205",,Chula Vista,USA,Eastlake,32.653881,-116.966996,CA,91914,"[-116.966996, 32.653881]","[-116.966996, 32.653881]"
5847,130 Inverness Plaza #253,,Birmingham,USA,Home Office,33.4191513,-86.6960902,AL,35242,"[-86.6960902, 33.4191513]","[-86.6960902, 33.4191513]"
5848,P.O. Box 28 East St.,,Johnsbury,USA,,44.4387,-71.9463,VT,05838,"[-71.9463, 44.4387]","[-71.9463, 44.4387]"
5849,Schoenbrunner StraÃŸe 61,,Vienna,AUT,Vienna Office,48.1911225,16.3556341,,1050,"[16.3556341, 48.1911225]","[16.3556341, 48.1911225]"
5850,6 N Burberry Dr #1016,,Madison,USA,Sales Office,34.114049,-84.166613,WI,53719,"[-84.166613, 34.114049]","[-84.166613, 34.114049]"
5851,"#C3 & C4, Pavan Enclave",Dabagardens,Visakhapatnam,IND,Development Center,44.798742,-95.706218,,530016,"[-95.706218, 44.798742]","[-95.706218, 44.798742]"
5852,650 Castro Street,#120-377,Mountain View,USA,,37.388077,-122.08316,CA,94041,"[-122.08316, 37.388077]","[-122.08316, 37.388077]"
5853,8391 Beverly Blvd,#349,Los Angeles,USA,,34.0760614,-118.3729534,CA,90048,"[-118.3729534, 34.0760614]","[-118.3729534, 34.0760614]"
5854,Mattioliho 3274/7,,Prague,CZE,Prague Office,50.0528269,14.5120024,,10600,"[14.5120024, 50.0528269]","[14.5120024, 50.0528269]"
5855,38 Tenney Road,,Westford,USA,LSF Design,42.626479,-71.465011,MA,01886,"[-71.465011, 42.626479]","[-71.465011, 42.626479]"
5857,,,San Francisco,USA,,37.775196,-122.419204,CA,,"[-122.419204, 37.775196]","[-122.419204, 37.775196]"
5858,,,Fullerton,USA,,29.717881,-95.452352,CA,92833,"[-95.452352, 29.717881]","[-95.452352, 29.717881]"
5859,54 Kingsland Court,,Fair Lawn,USA,Visual Avenue,40.9416904,-74.1260363,NJ,07410,"[-74.1260363, 40.9416904]","[-74.1260363, 40.9416904]"
5860,734 walt whitman rd,,melville,USA,,40.803329,-73.410677,NY,11747,"[-73.410677, 40.803329]","[-73.410677, 40.803329]"
5862,,,Auburn,USA,Main,38.892991,-121.076418,CA,,"[-121.076418, 38.892991]","[-121.076418, 38.892991]"
5864,,,Sunnyvale,USA,Silicon Valley Office,37.369195,-122.036849,CA,,"[-122.036849, 37.369195]","[-122.036849, 37.369195]"
5865,5252 E. 82nd Street,Suite 200,Indianapolis,USA,Corporate Office,39.9051653,-86.0804517,IN,46250,"[-86.0804517, 39.9051653]","[-86.0804517, 39.9051653]"
5866,168A Niagara St,,Toronto,CAN,,43.6422441,-79.4068173,,M5V 1C8,"[-79.4068173, 43.6422441]","[-79.4068173, 43.6422441]"
5867,3333 W4th Ave,,Vancouver,CAN,Tweetizen HQ,49.2685125,-123.1783566,,,"[-123.1783566, 49.2685125]","[-123.1783566, 49.2685125]"
5869,1 Whitehall,,Leeds,GBR,UK Office,53.7948876,-1.5553372,,LS1 4HR,"[-1.5553372, 53.7948876]","[-1.5553372, 53.7948876]"
5870,,,Venice,USA,World Headquarters,33.989029,-118.462421,CA,,"[-118.462421, 33.989029]","[-118.462421, 33.989029]"
5871,Rue Joseph Bens 21,,Brussels,BEL,,50.8076447,4.3358472,,1180,"[4.3358472, 50.8076447]","[4.3358472, 50.8076447]"
5872,,,Kirkland,USA,,47.6793,-122.176034,WA,98033,"[-122.176034, 47.6793]","[-122.176034, 47.6793]"
5873,6603 Sanzo Road,,Baltimore,USA,Ravant headquarters,39.3731969,-76.6924627,MD,21209,"[-76.6924627, 39.3731969]","[-76.6924627, 39.3731969]"
5874,13 Campanada Rd.,,Belen,USA,Home Office,34.62779,-106.8234016,NM,87002,"[-106.8234016, 34.62779]","[-106.8234016, 34.62779]"
5875,,,,USA,Dallas,37.7581148,-122.4184108,TX,,"[-122.4184108, 37.7581148]","[-122.4184108, 37.7581148]"
5876,Rua Miguel Torga nÂº 137,,Leiria,PRT,Headquarters,39.7366963,-8.7985658,,2410-134,"[-8.7985658, 39.7366963]","[-8.7985658, 39.7366963]"
5877,,,London,GBR,Headquarters,51.5206682,-0.1852079,,NW6 1TE,"[-0.1852079, 51.5206682]","[-0.1852079, 51.5206682]"
5878,,,Cambridge,GBR,Cambridge HQ,52.2025441,0.1312368,,,"[0.1312368, 52.2025441]","[0.1312368, 52.2025441]"
5880,Palya u. 9,,Budapest,HUN,Joobili,47.4953663,19.0284923,,1012,"[19.0284923, 47.4953663]","[19.0284923, 47.4953663]"
5882,,,london,GBR,london office,51.5001524,-0.1262362,,,"[-0.1262362, 51.5001524]","[-0.1262362, 51.5001524]"
5883,B-7 Safdarjung Enclave,,New Delhi,IND,New Delhi Office,28.5654024,77.1959622,,110029,"[77.1959622, 28.5654024]","[77.1959622, 28.5654024]"
5884,1201 N 16th,,Clarinda,USA,goof Headquarters,40.7486101,-95.0374214,IA,51632,"[-95.0374214, 40.7486101]","[-95.0374214, 40.7486101]"
5885,9001 Portage Pointe Dr Suite E116,,Streetsboro,USA,,41.2333807,-81.338284,OH,44241,"[-81.338284, 41.2333807]","[-81.338284, 41.2333807]"
5886,,,,GBR,,51.5450909,-0.1867769,,NW6,"[-0.1867769, 51.5450909]","[-0.1867769, 51.5450909]"
5887,72 New Bond Street,,London,GBR,London Office,51.5137747,-0.1459893,,W1S 1RR,"[-0.1459893, 51.5137747]","[-0.1459893, 51.5137747]"
5888,,,San Francisco,USA,Office,37.772323,-122.214897,CA,94103,"[-122.214897, 37.772323]","[-122.214897, 37.772323]"
5890,21788 Mel Mar Dr.,,Palo Cedro,USA,"WebFeathers, Inc.",40.5433263,-122.2406391,CA,96073,"[-122.2406391, 40.5433263]","[-122.2406391, 40.5433263]"
5891,3 Monnery Road,,London,GBR,Head office,51.5603951,-0.1365725,,N19 5SA,"[-0.1365725, 51.5603951]","[-0.1365725, 51.5603951]"
5892,Greifswalder Str. 4,,Berlin,DEU,Webteilchen Berlin,52.5296736,13.6281888,,10779,"[13.6281888, 52.5296736]","[13.6281888, 52.5296736]"
5894,P.O. Box 273102,,Fort Collins,USA,Indienink,40.5854,-105.0839,CO,80527-3102,"[-105.0839, 40.5854]","[-105.0839, 40.5854]"
5895,399 East 72 Street 16th Floor,,New York,USA,New York City,40.738495,-73.9954473,NY,10021,"[-73.9954473, 40.738495]","[-73.9954473, 40.738495]"
5897,,,Menlo Park,USA,,37.4484914,-122.1802812,CA,94025,"[-122.1802812, 37.4484914]","[-122.1802812, 37.4484914]"
5898,12875 47th Ave N,,Plymouth,USA,Main Office,45.040276,-93.442929,MN,55442,"[-93.442929, 45.040276]","[-93.442929, 45.040276]"
5899,123 10th Street,,San Francisco,USA,San Francisco Office,37.775087,-122.415199,CA,94103,"[-122.415199, 37.775087]","[-122.415199, 37.775087]"
5900,,,Philadelphia,USA,Onthegig.com,39.9493801,-75.145782,PA,19106,"[-75.145782, 39.9493801]","[-75.145782, 39.9493801]"
5901,Teknikringen 33,,Stockholm,SWE,Headquarters,59.3494046,18.073094,,,"[18.073094, 59.3494046]","[18.073094, 59.3494046]"
5902,,,Tulsa,USA,,36.133354,-95.975663,OK,,"[-95.975663, 36.133354]","[-95.975663, 36.133354]"
5903,"800 Fifth Avenue, Suite 4000",,Seattle,USA,Seattle Office,47.6051695,-122.3305597,WA,98104,"[-122.3305597, 47.6051695]","[-122.3305597, 47.6051695]"
5905,"13, Rue Paul Vaillant Couturier",,Levallois-Perret,FRA,Paris Office,48.8964115,2.2863338,,92300,"[2.2863338, 48.8964115]","[2.2863338, 48.8964115]"
5906,,,Denver,USA,World Headquarters,39.5633544,-104.8571368,CO,80112,"[-104.8571368, 39.5633544]","[-104.8571368, 39.5633544]"
5908,P.O. Box 128,,Merlin,USA,World Headquarter,42.5778639,-123.5264709,OR,97532,"[-123.5264709, 42.5778639]","[-123.5264709, 42.5778639]"
5909,,,Barcelona,ESP,Barcelona,41.3723033,2.1560753,,08004,"[2.1560753, 41.3723033]","[2.1560753, 41.3723033]"
5911,"111 Broadway, Suite 2",,Birmingham,USA,,33.476946,-86.7935892,AL,35209,"[-86.7935892, 33.476946]","[-86.7935892, 33.476946]"
5912,,,Fremont,USA,Current Office,37.406302,-121.938475,CA,94538,"[-121.938475, 37.406302]","[-121.938475, 37.406302]"
5914,1520 E. Covell Blvd.,Suite 245,Davis,USA,Head Office,38.5621283,-121.7324992,CA,95616,"[-121.7324992, 38.5621283]","[-121.7324992, 38.5621283]"
5915,Recodo del Pinar 9,,Toledo,ESP,Hostarting,39.8725119,-4.0210296,,45003,"[-4.0210296, 39.8725119]","[-4.0210296, 39.8725119]"
5916,1716 Summit Ave Unit 30,,Richmond,USA,Headquarters,37.569607,-77.469076,VA,23230,"[-77.469076, 37.569607]","[-77.469076, 37.569607]"
5917,11 Mckinnon Road,,Hepburn Springs,AUS,Main,-37.307999,144.134544,,3461,"[144.134544, -37.307999]","[144.134544, -37.307999]"
5918,,,Stockholm,SWE,Homebase,59.3327881,18.0644881,,,"[18.0644881, 59.3327881]","[18.0644881, 59.3327881]"
5919,os. Sobieskiego 1/38,,PoznaÅ„,POL,HQ,52.298342,16.8489579,,60-688,"[16.8489579, 52.298342]","[16.8489579, 52.298342]"
5921,27 Brentwood Place,,Brentwood,GBR,HQ,51.6243061,0.3048195,,CM15 9DN,"[0.3048195, 51.6243061]","[0.3048195, 51.6243061]"
5922,5620 N wilkinson road,,Paradise Valley,USA,Main office,33.519503,-111.941542,AZ,85253,"[-111.941542, 33.519503]","[-111.941542, 33.519503]"
5923,,,Lisbon,PRT,,38.7071631,-9.135517,,,"[-9.135517, 38.7071631]","[-9.135517, 38.7071631]"
5924,211 Cabana Dr.,,Apex,USA,Headquarters,35.684912,-78.832593,NC,27539,"[-78.832593, 35.684912]","[-78.832593, 35.684912]"
5926,5083 Westbranch Hwy,,Lewisburg,USA,Headquarters,40.949783,-76.886365,PA,17837,"[-76.886365, 40.949783]","[-76.886365, 40.949783]"
5927,"BSEEN, Birmingham Science Park","Faraday Wharf, Holt Sterrt",Birmingham,GBR,Head Office,53.3706564,-1.5613493,,B7 4BB,"[-1.5613493, 53.3706564]","[-1.5613493, 53.3706564]"
5928,,,Miami,USA,,25.774252,-80.190262,FL,,"[-80.190262, 25.774252]","[-80.190262, 25.774252]"
5929,,,Tel Aviv,ISR,,32.0554,34.7595,,,"[34.7595, 32.0554]","[34.7595, 32.0554]"
5930,Amalienbadstr 41,,Karlsruhe,DEU,705 West GmbH,48.9974246,8.4649954,,76227,"[8.4649954, 48.9974246]","[8.4649954, 48.9974246]"
5931,21 East 7th Street,,New York,USA,New York,40.72874,-73.989324,NY,10003,"[-73.989324, 40.72874]","[-73.989324, 40.72874]"
5932,35 Bushey Court,Bushey Road,London,GBR,Headquarters,51.406773,-0.2332,,SW20 0JF,"[-0.2332, 51.406773]","[-0.2332, 51.406773]"
5935,Albert Street,,Waterloo,CAN,Buddingup Hub,43.477552,-80.534491,,,"[-80.534491, 43.477552]","[-80.534491, 43.477552]"
5938,,,Harrogate,GBR,UK Office,53.990615,-1.5391117,,,"[-1.5391117, 53.990615]","[-1.5391117, 53.990615]"
5939,Lindenallee 60,,Oldenburg,DEU,Headquarters,53.14967,8.200653,,26122,"[8.200653, 53.14967]","[8.200653, 53.14967]"
5942,2715 M St. NW,,Washington,USA,DC Office,38.905504,-77.05681,DC,20009,"[-77.05681, 38.905504]","[-77.05681, 38.905504]"
5944,"Calle Francisco Jose Arroyo, 6",,Madrid,ESP,Head office,40.4528711,-3.6149394,,28042,"[-3.6149394, 40.4528711]","[-3.6149394, 40.4528711]"
5946,,,Cambridge,GBR,Headquarters,52.2025441,0.1312368,,,"[0.1312368, 52.2025441]","[0.1312368, 52.2025441]"
5947,468 North Camden Drive,Suite 200,Beverly Hills,USA,HOTForms123,34.0698912,-118.405325,CA,90210,"[-118.405325, 34.0698912]","[-118.405325, 34.0698912]"
5948,582/64 Soi Yu Charoen 7,Ratchadapisek 3 Road,Bangkok,THA,Main Office,13.764605,100.5642201,,10310,"[100.5642201, 13.764605]","[100.5642201, 13.764605]"
5950,15 Garford Rd,,Oxford,GBR,Oxford Office,51.7714264,-1.2581049,,OX2 6UY,"[-1.2581049, 51.7714264]","[-1.2581049, 51.7714264]"
5951,,,Austin,USA,Base,30.268735,-97.745209,TX,,"[-97.745209, 30.268735]","[-97.745209, 30.268735]"
5954,32-14 42nd St,,Astoria,USA,New York,40.7597951,-73.9161267,NY,11103,"[-73.9161267, 40.7597951]","[-73.9161267, 40.7597951]"
5955,2208 Colquitt,,Houston,USA,Houston,29.735462,-95.413243,TX,77098,"[-95.413243, 29.735462]","[-95.413243, 29.735462]"
5956,Rua RosÃ¡lia de Castro,,Lisbon,PRT,Lisbon Office,38.7523672,-9.1462209,,1700,"[-9.1462209, 38.7523672]","[-9.1462209, 38.7523672]"
5958,,,Reno,USA,Headquarters,39.394564,-119.8120795,NV,89511,"[-119.8120795, 39.394564]","[-119.8120795, 39.394564]"
5959,,,Menlo Park,USA,Menlo Park Office,37.4484914,-122.1802812,CA,94025,"[-122.1802812, 37.4484914]","[-122.1802812, 37.4484914]"
5960,199 Fremont St.,12th Floor,San Francisco,USA,,37.789268,-122.395184,CA,94105,"[-122.395184, 37.789268]","[-122.395184, 37.789268]"
5961,,,San Francisco,USA,,37.779392,-122.417928,CA,94102,"[-122.417928, 37.779392]","[-122.417928, 37.779392]"
5962,"1825 South Grant road, # 200",,San Mateo,USA,,37.553743,-122.300246,CA,94402,"[-122.300246, 37.553743]","[-122.300246, 37.553743]"
5963,62 Sexton Cres,,Toronto,CAN,,43.799511,-79.348037,,M2H 2L5,"[-79.348037, 43.799511]","[-79.348037, 43.799511]"
5965,321 Billerica Road,,Chelmsford,USA,,42.591704,-71.319348,MA,01824,"[-71.319348, 42.591704]","[-71.319348, 42.591704]"
5966,45 Cumley Street,,Hamden,USA,,41.355252,-72.930855,CT,06514,"[-72.930855, 41.355252]","[-72.930855, 41.355252]"
5967,8010 Towers Center Drive Fifth Floor,,Vienna,USA,Headquarters,41.878643,-87.636706,VA,22182,"[-87.636706, 41.878643]","[-87.636706, 41.878643]"
5968,,,,USA,,37.09024,-95.712891,,,"[-95.712891, 37.09024]","[-95.712891, 37.09024]"
5969,1001 Bayhill Drive,Suite 180,San Bruno,USA,,37.09024,-95.712891,CA,94066,"[-95.712891, 37.09024]","[-95.712891, 37.09024]"
5970,12459 W 84th Dr,,Arvada,USA,,39.851338,-105.139804,CO,80005,"[-105.139804, 39.851338]","[-105.139804, 39.851338]"
5971,Brookline Village,,Brookline,USA,,42.33222,-71.11829,MA,02445,"[-71.11829, 42.33222]","[-71.11829, 42.33222]"
5972,6227 Eagle Drive,,Whistler,CAN,,50.123306,-122.96391,,V0N 1B6,"[-122.96391, 50.123306]","[-122.96391, 50.123306]"
5973,Hofgasse 3,,Linz,AUT,,48.305996,14.285917,,4020,"[14.285917, 48.305996]","[14.285917, 48.305996]"
5974,,,San Francisco,USA,,37.798853,-122.398599,CA,94111,"[-122.398599, 37.798853]","[-122.398599, 37.798853]"
5975,154 Alfred Road,,Kennebunk,USA,,43.407099,-70.5745187,ME,04043,"[-70.5745187, 43.407099]","[-70.5745187, 43.407099]"
5976,,,,ISR,,31.046051,34.851612,,,"[34.851612, 31.046051]","[34.851612, 31.046051]"
5977,1901 60th Place,L6554,Bradenton,USA,,27.434873,-82.580968,FL,34203,"[-82.580968, 27.434873]","[-82.580968, 27.434873]"
5979,22 Carriage Way,,Millstone Township,USA,,40.219214,-74.370313,NJ,08510,"[-74.370313, 40.219214]","[-74.370313, 40.219214]"
5980,2350 Broadway Suite 639A,,New York,USA,,40.787783,-73.976413,NY,10024,"[-73.976413, 40.787783]","[-73.976413, 40.787783]"
5982,Model Farm Road,Bishopstown,Cork,IRL,Rubicon Centre,51.8892282,-8.5240303,,,"[-8.5240303, 51.8892282]","[-8.5240303, 51.8892282]"
5983,7/43 Dalton Drive,,Maroochydore,AUS,,-26.665908,153.088303,,4558,"[153.088303, -26.665908]","[153.088303, -26.665908]"
5984,,,Montreal,CAN,,40.048078,-105.38018,,H3H1K4,"[-105.38018, 40.048078]","[-105.38018, 40.048078]"
5985,,,Atlanta,USA,,33.754487,-84.389663,GA,,"[-84.389663, 33.754487]","[-84.389663, 33.754487]"
5986,6900 E. Camelback Road,Suite 850,Scottsdale,USA,,33.503906,-111.93315,AZ,85251,"[-111.93315, 33.503906]","[-111.93315, 33.503906]"
5988,915-411 Duplex Ave.,,Toronto,CAN,,43.706953,-79.400514,,M4R1V2,"[-79.400514, 43.706953]","[-79.400514, 43.706953]"
5989,,,San Francisco,USA,,37.796164,-122.420903,CA,94109,"[-122.420903, 37.796164]","[-122.420903, 37.796164]"
5990,,,Baltimore,USA,,39.343076,-76.684788,MD,21215,"[-76.684788, 39.343076]","[-76.684788, 39.343076]"
5991,84 Bay Ridge Ave,,Brooklyn,USA,,40.6378331,-74.0327971,NY,11220,"[-74.0327971, 40.6378331]","[-74.0327971, 40.6378331]"
5992,Brookline Village,,Boston,USA,,42.322072,-71.13129,MA,02445,"[-71.13129, 42.322072]","[-71.13129, 42.322072]"
5993,,,Newark,USA,,39.677485,-75.753563,DE,,"[-75.753563, 39.677485]","[-75.753563, 39.677485]"
5994,,,Chicago,USA,,41.879535,-87.624333,IL,,"[-87.624333, 41.879535]","[-87.624333, 41.879535]"
5995,PO Box 22709,,Christchurch,NZL,,-43.531637,172.636645,,,"[172.636645, -43.531637]","[172.636645, -43.531637]"
5996,,,Broomfield,USA,,39.892612,-105.1492,CO,80021,"[-105.1492, 39.892612]","[-105.1492, 39.892612]"
5997,,,,IND,,20.593684,78.96288,,,"[78.96288, 20.593684]","[78.96288, 20.593684]"
5998,,,,USA,,37.269175,-119.306607,CA,,"[-119.306607, 37.269175]","[-119.306607, 37.269175]"
5999,,,London,GBR,,51.500152,-0.126236,,,"[-0.126236, 51.500152]","[-0.126236, 51.500152]"
6000,,,Sydney,AUS,,-33.867139,151.207114,,2000,"[151.207114, -33.867139]","[151.207114, -33.867139]"
6001,,,Ann Arbor,USA,,42.282255,-83.731129,MI,48109,"[-83.731129, 42.282255]","[-83.731129, 42.282255]"
6002,927 Donovan Crescent,Innoveghtive Inc.,Whitby,CAN,,43.891997,-78.95129,,L1N 3G4,"[-78.95129, 43.891997]","[-78.95129, 43.891997]"
6003,1451 Graeme Way,,Warminster,USA,,40.230777,-75.095081,PA,18974,"[-75.095081, 40.230777]","[-75.095081, 40.230777]"
6004,P.O. Box 1,,Magnolia,USA,,39.854388,-75.034829,NJ,08049-0001,"[-75.034829, 39.854388]","[-75.034829, 39.854388]"
6005,,,,GBR,,55.378051,-3.435973,,,"[-3.435973, 55.378051]","[-3.435973, 55.378051]"
6006,PO Box 35061,Browns Bay,Auckland,NZL,,-36.879454,174.72663,,0753,"[174.72663, -36.879454]","[174.72663, -36.879454]"
6007,141 Hill St. #4,,Highland Park,USA,,40.493685,-74.42896,NJ,08904,"[-74.42896, 40.493685]","[-74.42896, 40.493685]"
6009,,Gt. Oakley,Corby,GBR,,52.472029,-0.698361,,NN18,"[-0.698361, 52.472029]","[-0.698361, 52.472029]"
6011,,,Seattle,USA,,47.683612,-122.278022,WA,98115,"[-122.278022, 47.683612]","[-122.278022, 47.683612]"
